Cell_lines,CIDs,IC50,Average_IC50,Tissue,logIC50,tissue_cell
CALU6,CIDs11327430,"[1.044, 1.217, 1.22]",1.1603299999999999,lung,-0.06458152094869453,lung_CALU6
CALU6,CIDs11375205,[2.035],2.035,lung,-0.3085644135612389,lung_CALU6
CALU6,CIDs11597571,[0.008562],0.00856,lung,2.067526235322847,lung_CALU6
CALU6,CIDs11707110,"[0.006547, 0.00667]",0.0066099999999999996,lung,2.1797985405143603,lung_CALU6
CALU6,CIDs25227436,[0.0393],0.0393,lung,1.4056074496245732,lung_CALU6
CALU6,CIDs25262792,"[0.03813, 0.07288]",0.0555,lung,1.2557070168773237,lung_CALU6
CALU6,CIDs44137675,"[0.6886, 0.9882]",0.8384,lung,0.07654873036034855,lung_CALU6
CALU6,CIDs44381568,[2.116],2.116,lung,-0.3255156633631482,lung_CALU6
CALU6,CIDs44449126,[0.4031],0.4031,lung,0.3945872018469488,lung_CALU6
CALU6,CIDs46244453,"[1.132, 1.178, 1.268, 1.533, 2.254]",1.473,lung,-0.16820274684263092,lung_CALU6
CALU6,CIDs46836568,"[0.009417, 0.0148, 0.01538, 0.01792, 0.01888, 0.01944, 0.02005]",0.01656,lung,1.7809396675511386,lung_CALU6
CALU6,CIDs49846579,"[0.2342, 0.4643]",0.34925,lung,0.4568635852137805,lung_CALU6
CALU6,CIDs58423153,[2.736],2.736,lung,-0.4371160930480785,lung_CALU6
CAMA1,CIDs00001805,"[0.03073, 0.1138, 0.1771]",0.10720999999999999,breast,0.9697647039877554,breast_CAMA1
CAMA1,CIDs00003461,[0.4126],0.4126,breast,0.3844707763628672,breast_CAMA1
CAMA1,CIDs00004261,"[0.26, 0.3151, 0.4693, 0.7608]",0.4513,breast,0.3455346664798542,breast_CAMA1
CAMA1,CIDs00005311,"[0.6183, 0.9187, 1.324, 1.615]",1.119,breast,-0.04883008652835004,breast_CAMA1
CAMA1,CIDs00093860,"[0.001578, 0.001978, 0.003578, 0.00363, 0.003721, 0.003796, 0.003881, 0.003969, 0.004826]",0.00344,breast,2.46344155742847,breast_CAMA1
CAMA1,CIDs00123631,"[0.0006756, 0.01327, 0.02, 0.04363, 0.04834, 0.0695, 0.1566, 0.3488, 0.4088, 0.9898]",0.20994000000000002,breast,0.6779048071334499,breast_CAMA1
CAMA1,CIDs00148191,"[0.002081, 0.003057, 0.003109, 0.003248, 0.003333, 0.004073, 0.004229, 0.004234, 0.005941, 0.01378]",0.00471,breast,2.326979092871104,breast_CAMA1
CAMA1,CIDs00148195,"[0.08419, 0.1013, 0.268]",0.15116,breast,0.8205631167550231,breast_CAMA1
CAMA1,CIDs00176166,[0.02272],0.022719999999999997,breast,1.6435916729610187,breast_CAMA1
CAMA1,CIDs10126189,"[0.007031, 0.007261, 0.007543, 0.007789, 0.008222, 0.008711, 0.009806, 0.0108]",0.0084,breast,2.0757207139381184,breast_CAMA1
CAMA1,CIDs10163178,"[0.0002224, 0.003257, 0.005814, 0.007906, 0.01242, 0.01548, 0.03341]",0.01122,breast,1.950007143079857,breast_CAMA1
CAMA1,CIDs11152667,"[0.03708, 0.07102, 0.08593, 0.1617, 0.1802, 0.3023, 0.305, 0.3111, 0.312, 0.3128, 0.3229, 0.3432, 0.3643, 0.4561, 0.5701, 0.5727, 0.5827, 0.595, 0.6453, 1.125, 3.111, 3.925]",0.66784,breast,0.17532757261464,breast_CAMA1
CAMA1,CIDs11167602,"[0.3283, 0.4249]",0.3766,breast,0.424119684319354,breast_CAMA1
CAMA1,CIDs11375205,"[0.002166, 0.002481, 0.01488, 0.01616, 0.02516, 0.02822, 0.058, 0.07955, 0.09514, 0.1227, 0.2085, 0.2314, 0.276, 0.8064, 0.9956]",0.19749,breast,0.7044548901882588,breast_CAMA1
CAMA1,CIDs11494412,"[0.1848, 0.2773, 0.2954, 0.7595, 0.9535]",0.4941,breast,0.30618514611058323,breast_CAMA1
CAMA1,CIDs11520894,"[0.002952, 0.003051, 0.003128, 0.003385, 0.003407, 0.003426, 0.00465]",0.00343,breast,2.4647058799572297,breast_CAMA1
CAMA1,CIDs11556711,"[0.0003395, 0.001069, 0.00128, 0.001581, 0.001895, 0.00233, 0.003765, 0.003849, 0.004104]",0.00225,breast,2.6478174818886377,breast_CAMA1
CAMA1,CIDs11597571,"[0.056, 0.09623]",0.07612000000000001,breast,1.118501220385017,breast_CAMA1
CAMA1,CIDs11625818,[0.06682],0.06682,breast,1.1750935286978874,breast_CAMA1
CAMA1,CIDs11656518,"[0.03121, 0.04393, 0.0633, 0.1133, 0.1904]",0.08843,breast,1.0534003749848673,breast_CAMA1
CAMA1,CIDs11717001,[0.3311],0.3311,breast,0.4800408192479316,breast_CAMA1
CAMA1,CIDs11955716,"[0.04274, 0.05684, 0.1196, 0.1322, 0.1367, 0.1443, 0.1693, 0.1727, 0.1971]",0.13016,breast,0.8855224600711976,breast_CAMA1
CAMA1,CIDs16654980,"[0.4044, 0.6561, 1.754, 4.466]",1.8201200000000002,breast,-0.2601000218421165,breast_CAMA1
CAMA1,CIDs16659841,"[0.0355, 0.0538, 0.06251, 0.06565, 0.0773, 0.1388, 0.1619, 0.1837, 0.1923, 0.2521, 0.2531, 0.2829, 0.3001, 0.3265, 0.4303, 0.4523, 0.5652, 1.932, 7.635, 13.68]",1.35405,breast,-0.13163470151542422,breast_CAMA1
CAMA1,CIDs16719221,"[0.02835, 0.03062, 0.1117, 0.1423, 0.2981, 2.048]",0.44318,breast,0.3534198468482756,breast_CAMA1
CAMA1,CIDs16720766,"[0.02268, 0.03518, 0.0352, 0.04061, 0.04441, 0.04484, 0.04646, 0.0614]",0.04135,breast,1.3835244861114346,breast_CAMA1
CAMA1,CIDs23725625,"[0.004953, 0.008958, 0.0399, 0.043, 0.06145, 0.06332, 0.08496, 0.2427, 0.281, 0.9725, 1.113, 1.195, 1.452, 2.272, 2.361, 8.216, 32.17]",2.9754,breast,-0.4735453586747536,breast_CAMA1
CAMA1,CIDs24856436,"[0.1587, 1.343]",0.75085,breast,0.1244468148984878,breast_CAMA1
CAMA1,CIDs24978538,"[0.01993, 0.02554]",0.02273,breast,1.6434005642750291,breast_CAMA1
CAMA1,CIDs25033539,"[0.1428, 0.1528, 0.163, 0.1641, 0.1767, 0.1804, 0.2248, 0.2273, 0.2455]",0.18638,breast,0.7296006926024914,breast_CAMA1
CAMA1,CIDs25194865,"[0.09846, 0.1003, 0.101, 0.1199, 0.1818, 0.1841]",0.13093,breast,0.8829608321223213,breast_CAMA1
CAMA1,CIDs45375953,"[0.005163, 0.009037, 0.07362, 0.1279]",0.05393,breast,1.2681695797118375,breast_CAMA1
CAMA1,CIDs46224759,"[0.04435, 0.04602, 0.04669, 0.04672, 0.04813, 0.0501, 0.06567, 0.09033]",0.05475,breast,1.261615876487844,breast_CAMA1
CAMA1,CIDs46930996,"[0.09787, 0.0979, 0.1107, 0.1281, 0.1561]",0.11813,breast,0.9276397960365116,breast_CAMA1
CAMA1,CIDs49867926,[0.01543],0.015430000000000001,breast,1.811634073936852,breast_CAMA1
CAMA1,CIDs56946894,[0.03054],0.030539999999999998,breast,1.5151309672795976,breast_CAMA1
CAMA1,CIDs58423153,"[0.02794, 0.03377, 0.2554, 0.2773, 0.3183, 0.3394, 0.4811]",0.2476,breast,0.6062493596519196,breast_CAMA1
CAMA1,CIDs67161792,"[0.09454, 0.09983, 0.1086, 0.1103, 0.113, 0.1283, 0.1314]",0.11227999999999999,breast,0.9496975960375984,breast_CAMA1
CAMA1,CIDs67970189,"[0.02568, 0.02698, 0.02715, 0.02726, 0.02776, 0.02868, 0.03056, 0.03072]",0.0281,breast,1.5512936800949202,breast_CAMA1
CAMA1,CIDs70685869,"[0.5383, 1.174]",0.85615,breast,0.06745013898496499,breast_CAMA1
CAMA1,CIDs73294313,"[0.1502, 0.2582, 0.3137, 0.6658]",0.34697,breast,0.4597080739056556,breast_CAMA1
CAMA1,CIDs74767926,"[0.03431, 0.06841, 0.06921, 0.1161, 2.109, 8.531]",1.8213400000000002,breast,-0.2603910256085981,breast_CAMA1
CAMA1,CIDs76317450,[0.004185],0.00419,breast,2.3777859770337053,breast_CAMA1
COLO205,CIDs00003385,"[1.622, 4.525]",3.0735,large intestine,-0.4876332174568762,large intestine_COLO205
COLO205,CIDs00447654,"[1.108, 1.259, 1.38, 1.589]",1.334,large intestine,-0.12515582958053018,large intestine_COLO205
COLO205,CIDs03081361,"[0.4812, 0.5775, 1.062, 1.678, 6.704, 14.04, 80.37]",14.98753,large intestine,-1.1757300654194267,large intestine_COLO205
COLO205,CIDs11375205,"[0.06929, 0.1124, 0.4309]",0.2042,large intestine,0.6899442622491085,large intestine_COLO205
COLO205,CIDs11519784,"[0.4996, 0.6153, 0.6497]",0.5882,large intestine,0.2304749798289495,large intestine_COLO205
COLO205,CIDs11640390,"[0.389, 0.4302, 0.4382, 0.4483, 0.5027]",0.44168,large intestine,0.3548922658679181,large intestine_COLO205
COLO205,CIDs23725625,"[1.233, 2.882, 2.952, 10.83]",4.47425,large intestine,-0.6507202467671214,large intestine_COLO205
COLO205,CIDs25071599,"[0.519, 0.823]",0.6709999999999999,large intestine,0.17327747983100794,large intestine_COLO205
COLO205,CIDs25227436,[1.148],1.148,large intestine,-0.059941888061954676,large intestine_COLO205
COLO205,CIDs25262792,"[0.2321, 0.2463, 0.2525]",0.24363,large intestine,0.6132692347901687,large intestine_COLO205
COLO205,CIDs42611257,"[0.1902, 0.2053, 0.2169, 0.2441]",0.21413000000000001,large intestine,0.6693224830010644,large intestine_COLO205
COLO205,CIDs44137675,"[1.281, 3.225, 3.364, 4.742, 13.44]",5.2104,large intestine,-0.7168710651660261,large intestine_COLO205
COLO205,CIDs45381890,"[0.1944, 0.2193, 0.2676, 0.271, 0.2955]",0.24956,large intestine,0.6028250230416743,large intestine_COLO205
COLO205,CIDs46244173,"[1.485, 1.988, 2.073]",1.84867,large intestine,-0.26685939359843425,large intestine_COLO205
COLO205,CIDs56673688,"[0.5516, 0.5649, 0.577, 0.5987, 0.615]",0.58144,large intestine,0.23549509437205976,large intestine_COLO205
COLO205,CIDs56946894,"[0.00313, 0.003963]",0.00355,large intestine,2.449771646944906,large intestine_COLO205
COLO205,CIDs56973724,[0.3673],0.3673,large intestine,0.43497907165470623,large intestine_COLO205
COLO205,CIDs70685869,"[0.502, 0.5413, 0.7623, 1.181]",0.74665,large intestine,0.12688293056695074,large intestine_COLO205
COLO205,CIDs76321032,"[0.003203, 0.003708, 0.003845, 0.004057, 0.004147, 0.004331, 0.00434, 0.004522, 0.004549, 0.004573, 0.004614, 0.004636, 0.004956, 0.004996, 0.0051, 0.005562, 0.01127]",0.00485,large intestine,2.3142582613977365,large intestine_COLO205
DMS114,CIDs00001690,"[0.02374, 0.0272, 0.02806, 0.02929]",0.02707,lung,1.5675117442294937,lung_DMS114
DMS114,CIDs00001805,[0.2238],0.2238,lung,0.6501399178076688,lung_DMS114
DMS114,CIDs00002719,[1.553],1.5530000000000002,lung,-0.19117145572855854,lung_DMS114
DMS114,CIDs00005311,[2.103],2.103,lung,-0.3228392726863211,lung_DMS114
DMS114,CIDs00123631,[0.02838],0.028380000000000002,lung,1.5469876088785448,lung_DMS114
DMS114,CIDs06442177,[0.01414],0.01414,lung,1.84955059053912,lung_DMS114
DMS114,CIDs09933475,[1.081],1.081,lung,-0.03382569395331033,lung_DMS114
DMS114,CIDs11327430,"[1.128, 1.69, 6.3, 11.2]",5.0795,lung,-0.7058209646602908,lung_DMS114
DMS114,CIDs11556711,[0.006763],0.0067599999999999995,lung,2.170053304058364,lung_DMS114
DMS114,CIDs11656518,[0.5737],0.5737,lung,0.241315150117559,lung_DMS114
DMS114,CIDs11707110,"[0.07545, 0.4104]",0.24293,lung,0.6145188498307558,lung_DMS114
DMS114,CIDs11955716,[0.1326],0.1326,lung,0.8774564759312456,lung_DMS114
DMS114,CIDs16659841,[0.7295],0.7295,lung,0.13697470377052956,lung_DMS114
DMS114,CIDs16719221,[0.7484],0.7484,lung,0.12586622117202773,lung_DMS114
DMS114,CIDs23725625,[3.44],3.44,lung,-0.5365584425715301,lung_DMS114
DMS114,CIDs24964624,[0.8347],0.8347,lung,0.0784695864987576,lung_DMS114
DMS114,CIDs44381568,"[0.4462, 1.37]",0.9081,lung,0.0418663243237646,lung_DMS114
DMS114,CIDs46836568,"[0.01238, 0.1476, 0.9183]",0.35943,lung,0.4443856771137646,lung_DMS114
DMS114,CIDs49846579,"[0.1525, 0.1568, 0.6079]",0.30573,lung,0.5146619436906472,lung_DMS114
DMS114,CIDs51039095,"[0.1351, 0.1401, 0.1456, 0.1473, 0.148, 0.1482, 0.1495, 0.1515, 0.1536, 0.1548, 0.1561, 0.1575, 0.1605, 0.1617, 0.163, 0.1639, 0.1648, 0.1708, 0.1713, 0.1739, 0.1773, 0.1777, 0.1885]",0.15916,lung,0.7981660695256493,lung_DMS114
DMS114,CIDs56673688,[0.3643],0.3643,lung,0.4385408287580841,lung_DMS114
DMS114,CIDs56953069,[0.1723],0.1723,lung,0.7637147225519715,lung_DMS114
DMS114,CIDs70685869,[25.28],25.28,lung,-1.4027770696103474,lung_DMS114
DMS114,CIDs72793174,[4.947],4.947,lung,-0.6943419103641812,lung_DMS114
DU4475,CIDs10127622,"[0.01027, 0.01696, 0.02141, 0.02298, 0.02603, 0.02617, 0.02815, 0.0284, 0.02908, 0.02949, 0.02958, 0.03129, 0.03202, 0.03237, 0.03475, 0.03581, 0.03997]",0.02793,breast,1.5539290642989951,breast_DU4475
DU4475,CIDs10163178,"[0.0006061, 0.003247, 0.005611]",0.00315,breast,2.5016894462104,breast_DU4475
DU4475,CIDs11375205,"[4.887e-126, 0.3746, 50.18]",16.85153,breast,-1.226639337871558,breast_DU4475
DU4475,CIDs23725625,"[0.3153, 0.5241, 0.8956, 0.9584, 1.323, 2.199]",1.0359,breast,-0.015317833069116694,breast_DU4475
DU4475,CIDs46224759,"[0.006825, 0.02846, 0.07786, 0.07982, 0.08694]",0.055979999999999995,breast,1.2519671058698565,breast_DU4475
DU4475,CIDs46244453,"[0.1163, 0.1303, 0.1768, 0.1866, 0.4044]",0.20288,breast,0.6927607637983614,breast_DU4475
DU4475,CIDs49800198,[0.02854],0.02854,breast,1.544546031221372,breast_DU4475
DU4475,CIDs58423153,"[0.01826, 0.02078, 0.02982, 0.03799, 0.05086, 0.06288, 0.09724]",0.0454,breast,1.342944147142896,breast_DU4475
DU4475,CIDs67161792,"[0.2449, 0.3077, 0.3154, 0.3291, 0.337]",0.30682,breast,0.513116334401877,breast_DU4475
DU4475,CIDs67970189,"[0.01028, 0.01105, 0.01174, 0.01222, 0.01292, 0.01332, 0.01517]",0.01239,breast,1.9069286936239365,breast_DU4475
DU4475,CIDs73294313,"[0.06608, 0.07937, 0.1036, 0.1249, 0.1383, 0.1764]",0.11478,breast,0.9401337795890604,breast_DU4475
DU4475,CIDs74767926,"[0.01898, 0.02331, 0.07413, 0.1108, 0.267, 0.3316, 0.384]",0.17282999999999998,breast,0.7623808700538109,breast_DU4475
DU4475,CIDs76317450,[0.005765],0.00577,breast,2.2388241868442686,breast_DU4475
EVSAT,CIDs00002719,"[2.377, 3.522]",2.9495,breast,-0.4697484005051665,breast_EVSAT
EVSAT,CIDs00003461,[0.5],0.5,breast,0.3010299956639812,breast_EVSAT
EVSAT,CIDs00005376,"[0.964, 1.44, 3.738]",2.04733,breast,-0.3111878502971313,breast_EVSAT
EVSAT,CIDs00104741,"[1.173, 1.661, 2.323, 19.69]",6.21175,breast,-0.7932139686590177,breast_EVSAT
EVSAT,CIDs06442177,"[0.0002386, 0.0002584]",0.00025,breast,3.6020599913279625,breast_EVSAT
EVSAT,CIDs10127622,"[0.2282, 1.428]",0.8281,breast,0.08191721535781282,breast_EVSAT
EVSAT,CIDs24964624,"[0.3488, 0.4045, 0.4128, 0.4243, 0.4409, 0.7016]",0.45548,breast,0.3415306880221197,breast_EVSAT
EVSAT,CIDs25227436,"[0.009102, 0.009196, 0.009215, 0.009217, 0.009259, 0.009286, 0.009314]",0.00923,breast,2.034798298974088,breast_EVSAT
EVSAT,CIDs25262792,"[0.1501, 0.1745, 0.1758, 0.192, 0.1948, 0.2041, 0.2215, 0.2557]",0.19605999999999998,breast,0.7076110016980686,breast_EVSAT
EVSAT,CIDs46244453,[5.911],5.9110000000000005,breast,-0.7716609593488875,breast_EVSAT
EVSAT,CIDs46836568,"[0.06576, 5.301]",2.68338,breast,-0.4286821785300404,breast_EVSAT
EVSAT,CIDs49846579,"[11.13, 47.27]",29.2,breast,-1.4653828514484182,breast_EVSAT
EVSAT,CIDs56946894,"[3.262, 3.288, 8.582]",5.044,breast,-0.7027750779010439,breast_EVSAT
EVSAT,CIDs70685869,"[0.01452, 0.04318]",0.02885,breast,1.5398541825082497,breast_EVSAT
HCC1143,CIDs10127622,"[0.00616, 0.007617, 0.0212, 0.02374, 0.02762, 0.0307, 0.04105, 0.04206, 0.04408, 0.04723, 0.06073, 0.06894, 0.07553, 0.07776, 0.09064, 0.09299, 0.1388]",0.05276,breast,1.2776952131256722,breast_HCC1143
HCC1143,CIDs10163178,"[0.001309, 0.001628, 0.002108, 0.002369, 0.002606, 0.002642, 0.00294, 0.003779]",0.00242,breast,2.616184634019569,breast_HCC1143
HCC1143,CIDs11375205,"[0.01148, 0.01466, 0.01605, 0.01617, 0.01647, 0.01817, 0.02341, 0.03351]",0.01874,breast,1.7272304134482406,breast_HCC1143
HCC1143,CIDs23725625,"[0.7295, 0.7863, 0.8072, 1.484, 2.756, 5.56]",2.0205,breast,-0.3054588547786669,breast_HCC1143
HCC1143,CIDs46224759,"[0.04048, 0.06629, 0.08285, 0.3038, 10.96]",2.29068,breast,-0.35996442400351153,breast_HCC1143
HCC1143,CIDs46244453,"[0.3432, 0.481, 0.4968, 0.5469, 0.5644, 0.6173, 1.566]",0.65937,breast,0.1808708162629984,breast_HCC1143
HCC1143,CIDs49800198,[0.2517],0.2517,breast,0.5991167844516373,breast_HCC1143
HCC1143,CIDs58423153,"[0.004758, 0.005038, 0.005758, 0.02161, 0.1623, 0.2632]",0.07711,breast,1.1128892968751165,breast_HCC1143
HCC1143,CIDs67161792,"[0.004105, 0.006768, 0.02261, 0.1357, 0.2212, 0.2723, 21.29]",3.1361,breast,-0.496389902467685,breast_HCC1143
HCC1143,CIDs67970189,"[0.02192, 0.02419, 0.02425, 0.02456, 0.02811, 0.03226, 0.03378]",0.027010000000000003,breast,1.5684754158125491,breast_HCC1143
HCC1143,CIDs73294313,"[0.04584, 0.05497, 0.0717, 0.07394, 2.689]",0.58709,breast,0.23129531696828404,breast_HCC1143
HCC1143,CIDs74767926,"[0.003726, 0.00756, 0.02567, 0.4439]",0.12021,breast,0.9200594028476378,breast_HCC1143
HCC1143,CIDs76317450,[0.05664],0.056639999999999996,breast,1.2468767553182871,breast_HCC1143
HCC1187,CIDs00002719,"[0.07065, 2.725]",1.39783,breast,-0.145454356995328,breast_HCC1187
HCC1187,CIDs00005376,"[0.04236, 0.4254, 4.215]",1.56092,breast,-0.19338064524763696,breast_HCC1187
HCC1187,CIDs00104741,"[1.027, 1.228, 2.282]",1.51233,breast,-0.17964656731699447,breast_HCC1187
HCC1187,CIDs00123631,[0.1236],0.1236,breast,0.907981529247203,breast_HCC1187
HCC1187,CIDs06442177,"[0.0003611, 0.0004843]",0.00042,breast,3.3767507096021,breast_HCC1187
HCC1187,CIDs10163178,"[0.001396, 0.02067, 0.02164, 0.03585, 0.1734]",0.050589999999999996,breast,1.2959353205914326,breast_HCC1187
HCC1187,CIDs11375205,"[0.03013, 0.03037, 0.1123, 0.1244, 0.278, 16.4]",2.8292,breast,-0.4516636494104096,breast_HCC1187
HCC1187,CIDs23725625,"[0.8134, 1.42, 2.219, 2.368, 4.115, 10.1]",3.5059,breast,-0.5447995244025106,breast_HCC1187
HCC1187,CIDs46224759,"[0.003241, 0.003314, 0.006685, 0.1014, 0.1715]",0.057229999999999996,breast,1.242376254091611,breast_HCC1187
HCC1187,CIDs46244453,"[0.3625, 0.3743, 0.4211, 0.6345, 1.393, 3.327]",1.0854,breast,-0.03558981724345735,breast_HCC1187
HCC1187,CIDs46836568,"[0.01848, 0.02077, 0.02125, 0.1429]",0.05085,breast,1.2937090427412363,breast_HCC1187
HCC1187,CIDs56946894,"[0.005692, 0.006041, 0.007698]",0.00648,breast,2.1884249941294067,breast_HCC1187
HCC1187,CIDs58423153,"[0.05026, 0.0702, 0.1011, 0.1056, 0.1076, 0.1149, 0.152, 0.2244]",0.11575999999999999,breast,0.936441481889019,breast_HCC1187
HCC1187,CIDs67161792,"[0.1268, 0.1324, 0.2231, 0.2259, 0.2454, 0.3558]",0.21823,breast,0.6610855473366711,breast_HCC1187
HCC1187,CIDs67970189,"[0.008171, 0.01213, 0.01301, 0.0148, 0.01487, 0.01504, 0.01906, 0.02145]",0.014819999999999996,breast,1.8291517963566908,breast_HCC1187
HCC1187,CIDs72793174,"[0.004585, 0.01252, 0.01692, 0.04431, 0.04516, 0.05942]",0.030489999999999996,breast,1.5158425756346194,breast_HCC1187
HCC1187,CIDs73294313,"[0.07731, 0.08646, 0.1002, 0.1202, 0.1274, 0.1354, 0.1454]",0.1132,breast,0.9461535731477474,breast_HCC1187
HCC1187,CIDs74767926,"[0.0827, 0.1275, 0.2211, 0.3163, 0.5649, 1.11]",0.40375,breast,0.3938874646608407,breast_HCC1187
HCC1395,CIDs00002719,"[0.7008, 0.9904]",0.8456,breast,0.07283502570063012,breast_HCC1395
HCC1395,CIDs00003461,[0.0003954],0.0004,breast,3.397940008672037,breast_HCC1395
HCC1395,CIDs00005376,[0.3065],0.3065,breast,0.5135695211455662,breast_HCC1395
HCC1395,CIDs00104741,[0.6149],0.6149,breast,0.21119550695535166,breast_HCC1395
HCC1395,CIDs00123631,[0.1468],0.1468,breast,0.8332739444199482,breast_HCC1395
HCC1395,CIDs06442177,[0.001418],0.0014199999999999998,breast,2.8477116556169437,breast_HCC1395
HCC1395,CIDs10163178,"[0.003295, 0.003374, 0.004664, 0.05458]",0.01648,breast,1.783042792638903,breast_HCC1395
HCC1395,CIDs11375205,"[0.007861, 0.03729, 0.2756, 0.4235, 0.9176, 1.545, 4.169]",1.05369,breast,-0.02271285841733237,breast_HCC1395
HCC1395,CIDs23725625,"[0.0757, 0.0784, 0.1054, 0.136, 0.1385, 0.1418, 0.1645, 0.1934]",0.12921,breast,0.8887038735177375,breast_HCC1395
HCC1395,CIDs46224759,"[0.006498, 0.0254, 0.07287, 0.09905, 0.3022]",0.1012,breast,0.9948194874962196,breast_HCC1395
HCC1395,CIDs56946894,"[0.00582, 0.006009]",0.00591,breast,2.2284125191187445,breast_HCC1395
HCC1395,CIDs58423153,"[0.02676, 0.09844, 0.1399, 0.1688, 0.2686, 0.3742, 0.4425, 0.6809]",0.27501,breast,0.5606515139302526,breast_HCC1395
HCC1395,CIDs67161792,"[0.1057, 0.1284, 0.194, 0.1955, 0.2061, 0.218, 0.2334, 0.314]",0.19939,breast,0.7002966266348094,breast_HCC1395
HCC1395,CIDs67970189,"[0.00486, 0.005016, 0.005034, 0.005062, 0.00542, 0.005424, 0.005532, 0.005694]",0.00526,breast,2.2790142558462607,breast_HCC1395
HCC1395,CIDs70685869,[0.01835],0.01835,breast,1.7363639314118915,breast_HCC1395
HCC1395,CIDs73294313,"[0.3116, 0.3164, 0.3716, 0.4438, 0.5474, 2.737]",0.78797,breast,0.1034903168790668,breast_HCC1395
HCC1395,CIDs74767926,"[0.01383, 0.04909, 0.06401, 0.07874, 0.2331, 0.3524]",0.13185999999999998,breast,0.8798869285923162,breast_HCC1395
HCC1395,CIDs76317450,[0.4651],0.4651,breast,0.3324536604884835,breast_HCC1395
HCC1419,CIDs00001805,[0.02267],0.02267,breast,1.6445484798734826,breast_HCC1419
HCC1419,CIDs00004261,"[0.1691, 0.265, 0.2665, 0.2668, 0.28]",0.24948,breast,0.602964264620906,breast_HCC1419
HCC1419,CIDs00005311,"[0.0217, 0.06893, 0.1092]",0.06661,breast,1.176460566343141,breast_HCC1419
HCC1419,CIDs00093860,"[0.0007512, 0.002472, 0.002533, 0.003779, 0.004255, 0.005207]",0.00317,breast,2.4989407377822483,breast_HCC1419
HCC1419,CIDs00123631,"[0.002135, 0.005039, 0.005392, 0.009232, 0.1107, 0.1861, 0.1955, 0.1983, 0.2277, 0.2358, 0.2675, 0.2766, 0.3068, 0.3389, 0.3467, 0.3638, 0.432, 0.447, 0.5077, 0.606, 0.6927, 1.042, 1.328]",0.35355,breast,0.451549158419995,breast_HCC1419
HCC1419,CIDs00148177,"[0.02513, 0.02573, 0.1475]",0.06612,breast,1.1796671551005902,breast_HCC1419
HCC1419,CIDs00148191,"[0.001346, 0.004117, 0.00458, 0.00477, 0.004876, 0.005191, 0.005326, 0.00691, 0.007656]",0.0049700000000000005,breast,2.303643611266668,breast_HCC1419
HCC1419,CIDs00148195,"[0.04221, 0.0617, 0.1086, 0.1176, 0.1334, 0.2544, 0.2672, 0.2738, 0.3318]",0.17675,breast,0.7526405775310631,breast_HCC1419
HCC1419,CIDs00176166,"[0.02238, 0.1685, 0.6108]",0.26723,breast,0.5731147883255985,breast_HCC1419
HCC1419,CIDs10126189,"[0.006761, 0.05081, 0.05217, 0.05962, 0.06946, 0.07255, 0.07286, 0.07976]",0.057999999999999996,breast,1.2365720064370629,breast_HCC1419
HCC1419,CIDs11152667,"[0.05458, 0.138, 0.2588, 0.2969, 0.3026, 0.3078, 0.3092, 0.3263, 0.3433, 0.3668, 0.4111, 0.6551, 0.7701, 0.9012]",0.3887,breast,0.4103854593687336,breast_HCC1419
HCC1419,CIDs11375205,"[0.09176, 0.1031, 0.1037, 0.1081, 0.114, 0.117, 0.1335, 0.1347, 0.1366, 0.1387, 0.1399, 0.1425, 0.1472, 0.15, 0.1507, 0.1594, 0.1615, 0.17, 0.173, 0.1793, 0.1829, 0.1882, 0.1953, 0.196, 0.1967, 0.198, 0.202, 0.2116, 0.2214]",0.15678,breast,0.8047093398890307,breast_HCC1419
HCC1419,CIDs11494412,"[0.05534, 0.06878, 0.1385, 0.3396, 0.5753]",0.2355,breast,0.6280090885350851,breast_HCC1419
HCC1419,CIDs11520894,"[0.001955, 0.003131, 0.003441, 0.004332, 0.004984, 0.005223, 0.005334, 0.005593]",0.00425,breast,2.3716110699496884,breast_HCC1419
HCC1419,CIDs11556711,"[0.004099, 0.006927, 0.006962, 0.008069, 0.008283, 0.008569, 0.008633, 0.008649]",0.0075200000000000015,breast,2.123782159408358,breast_HCC1419
HCC1419,CIDs11597571,[0.3131],0.3131,breast,0.5043169323830847,breast_HCC1419
HCC1419,CIDs11717001,[0.01988],0.019880000000000002,breast,1.7015836199387055,breast_HCC1419
HCC1419,CIDs11955716,"[0.0196, 0.0572, 0.05995, 0.06119, 0.07164, 0.08183, 0.08937]",0.06297,breast,1.200866306697937,breast_HCC1419
